ID,account_type,gender,age,Income,Emp_Tenure_Years,Tenure_with_Bank,region_code,NetBanking_Flag,Avg_days_between_transaction
3470,current,M,46,MEDIUM,5.2,9,269,1,11
12271,saving,M,66,MEDIUM,41.4,3,385,1,15
7687,current,M,66,MEDIUM,32.2,6,447,1,14
7019,current,M,30,MEDIUM,5,9,353,1,8
2472,saving,M,27,MEDIUM,0.7,4,743,0,15
3125,current,F,37,MEDIUM,1.7,8,505,1,9
264,current,M,34,MEDIUM,9.8,2,331,0,7
9719,current,M,49,MEDIUM,14.5,10,385,1,18
2512,current,M,33,MEDIUM,3.9,4,965,1,9
1702,saving,M,30,HIGH,8,6,805,0,17
6411,current,M,55,LOW,21,2,883,0,7
16614,current,M,33,MEDIUM,10.4,9,300,0,4
1468,current,M,53,MEDIUM,3.3,4,445,0,19
5967,current,M,30,MEDIUM,6,4,566,1,20
11838,current,M,33,MEDIUM,13,3,966,1,14
10435,current,M,51,MEDIUM,12.4,3,858,0,18
13275,current,M,49,LOW,17.4,9,653,0,8
19923,current,F,54,MEDIUM,13.6,3,799,0,8
16674,current,M,47,MEDIUM,2.7,8,539,1,14
7693,current,M,47,MEDIUM,21.6,6,595,1,10
14460,current,F,46,LOW,13,4,974,1,16
1594,current,F,47,HIGH,10.8,6,305,1,11
8527,saving,M,40,MEDIUM,10,5,945,0,2
921,current,M,29,MEDIUM,8.1,1,867,1,20
11271,current,M,62,MEDIUM,16.8,5,394,0,9
2425,current,M,58,MEDIUM,3.8,1,653,1,10
1750,current,M,56,LOW,3.6,6,963,1,4
15365,current,M,55,MEDIUM,28,8,512,0,18
3821,current,M,30,MEDIUM,5,3,508,1,5
3667,current,M,32,LOW,2.4,6,796,0,19
8043,current,M,35,HIGH,4.5,10,805,1,15
11055,current,M,33,LOW,5.2,8,865,1,5
13393,current,M,47,MEDIUM,13.5,6,268,1,3
3546,current,M,28,MEDIUM,8,5,445,1,19
7407,saving,M,32,MEDIUM,10.8,7,508,1,6
9510,current,M,30,LOW,9,3,883,1,11
19742,current,M,30,LOW,5,9,626,0,13
6075,current,F,66,LOW,46,6,330,0,6
14667,current,M,35,LOW,4.5,6,708,0,19
853,current,F,60,LOW,8,7,538,1,2
18418,saving,M,32,MEDIUM,10.8,6,708,0,19
18956,current,M,27,MEDIUM,4.2,9,882,1,8
13957,current,M,42,MEDIUM,4.4,5,324,1,3
13320,saving,M,60,LOW,32,4,511,0,11
3407,current,M,33,MEDIUM,6.5,6,623,1,12
11275,saving,M,30,MEDIUM,5,4,683,1,7
17562,current,M,55,LOW,31.5,1,374,1,13
17164,current,M,66,LOW,13.8,10,700,1,4
8238,current,M,58,MEDIUM,19,7,908,1,19
19518,saving,M,33,LOW,7.8,9,249,0,5
8352,current,M,44,MEDIUM,9.6,3,386,0,15
16946,current,M,53,MEDIUM,16.5,8,623,1,15
15577,current,M,32,MEDIUM,9.6,10,558,1,20
14841,current,M,44,MEDIUM,9.6,4,867,0,11
4129,current,M,220,MEDIUM,180,4,424,1,19
18642,current,F,39,HIGH,5.7,9,710,0,15
17444,current,M,27,MEDIUM,3.5,10,354,1,9
19157,saving,M,46,HIGH,15.6,2,539,0,2
14587,current,M,67,LOW,47,3,631,1,19
14656,current,M,42,MEDIUM,17.6,8,299,0,2
8095,current,M,33,LOW,11.7,8,836,0,3
2629,current,M,37,MEDIUM,17,4,974,0,15
18985,current,M,42,MEDIUM,6.6,3,887,0,5
19130,current,M,64,LOW,30.8,2,371,1,15
15086,current,M,46,MEDIUM,7.8,2,633,1,17
10824,saving,F,34,MEDIUM,1.4,7,748,1,16
14702,current,M,53,LOW,9.9,5,685,0,16
13817,current,M,33,LOW,2.6,9,244,1,12
18786,current,M,37,LOW,11.9,9,503,1,19
9317,saving,M,35,MEDIUM,10.5,4,538,1,13
8586,saving,F,30,MEDIUM,1,9,299,1,13
13088,current,M,37,LOW,17,2,809,1,18
14097,current,M,44,MEDIUM,16.8,5,523,0,11
7504,current,M,35,LOW,1.5,2,883,1,10
14144,current,M,32,MEDIUM,10.8,8,536,1,12
160,current,M,49,LOW,29,7,566,1,11
859,current,M,55,MEDIUM,35,8,633,0,10
3721,current,F,42,MEDIUM,6.6,4,258,1,6
5850,current,M,37,MEDIUM,11.9,7,505,0,13
1481,current,M,58,MEDIUM,22.8,3,370,1,4
1324,current,M,37,MEDIUM,8.5,7,354,0,20
222,current,M,223,MEDIUM,40.6,5,454,0,3
13096,current,M,223,MEDIUM,182.7,4,743,0,10
18758,current,M,32,MEDIUM,4.8,5,655,0,12
9645,current,M,118,MEDIUM,19.6,4,363,0,12
9091,current,M,33,MEDIUM,2.6,10,485,1,11
1650,current,M,66,MEDIUM,46,6,464,1,12
19017,current,M,53,MEDIUM,26.4,7,245,1,17
14602,current,F,42,MEDIUM,13.2,7,516,0,12
17869,current,M,32,MEDIUM,10.8,10,743,1,4
13343,current,M,62,MEDIUM,4.2,3,855,1,11
18213,current,M,36,MEDIUM,12.8,5,537,1,5
3552,current,M,35,MEDIUM,13.5,1,249,0,15
5050,current,M,27,HIGH,2.8,6,244,1,10
7369,current,M,32,LOW,6,4,395,1,19
16104,current,M,47,MEDIUM,5.4,5,911,0,5
8028,current,F,27,MEDIUM,1.4,3,485,1,18
13912,current,M,46,MEDIUM,20.8,7,700,0,12
19573,current,M,66,LOW,27.6,5,956,1,9
17558,current,M,50,LOW,6,6,743,0,10
14757,current,M,58,LOW,3.8,2,700,1,11
18326,saving,M,37,LOW,6.8,9,818,1,9
16115,current,M,66,MEDIUM,13.8,2,249,0,15
12314,saving,M,32,LOW,4.8,4,737,1,10
6972,current,M,33,MEDIUM,11.7,2,685,0,13
19526,current,M,35,HIGH,12,6,683,1,13
5127,current,M,58,MEDIUM,26.6,10,588,0,14
13739,current,M,30,MEDIUM,1,10,538,1,18
10818,current,M,37,MEDIUM,5.1,7,485,1,8
3948,current,M,120,HIGH,70,9,269,1,17
486,current,M,120,MEDIUM,60,5,755,1,10
16620,current,M,62,MEDIUM,37.8,8,928,0,13
5278,saving,M,30,MEDIUM,9,7,296,0,14
4,current,M,33,MEDIUM,13,10,683,1,12
4864,current,M,46,LOW,18.2,4,305,0,3
15361,current,M,27,MEDIUM,4.9,3,268,1,9
2480,current,M,46,MEDIUM,7.8,1,809,1,3
13593,current,M,33,MEDIUM,10.4,4,867,0,10
3200,saving,M,64,LOW,17.6,5,623,1,4
2895,current,M,38,MEDIUM,9,7,385,1,8
1189,saving,M,33,MEDIUM,5.2,7,516,0,7
19942,current,M,33,MEDIUM,5.2,1,799,1,10
18415,current,M,33,MEDIUM,6.5,10,233,1,7
17766,current,M,46,MEDIUM,23.4,9,299,0,3
10902,current,M,53,MEDIUM,23.1,5,370,0,10
6054,current,M,69,MEDIUM,4.9,6,244,1,19
13360,current,M,36,MEDIUM,8,9,809,1,13
1015,current,M,32,MEDIUM,4.8,4,867,1,19
8247,current,M,32,HIGH,10.8,7,395,1,13
16638,current,M,29,MEDIUM,5.4,6,753,1,4
9110,current,M,36,LOW,14.4,3,653,0,13
1096,current,M,63,HIGH,25.8,4,503,0,15
10327,current,M,63,MEDIUM,30.1,8,945,0,4
8938,saving,M,66,MEDIUM,13.8,4,658,1,17
12406,current,M,62,MEDIUM,16.8,6,867,1,20
14149,saving,M,42,MEDIUM,6.6,1,708,0,8
15371,current,M,30,LOW,10,7,656,1,11
9172,current,M,32,MEDIUM,8.4,3,269,0,2
17723,current,M,33,MEDIUM,13,9,743,1,5
15284,current,M,44,MEDIUM,12,9,809,0,14
13221,current,M,62,HIGH,12.6,2,626,0,17
13401,current,M,34,MEDIUM,4.2,9,923,1,11
1841,saving,M,40,MEDIUM,16,9,506,0,13
2543,saving,M,44,MEDIUM,12,7,325,1,13
10072,current,M,58,MEDIUM,3.8,8,713,1,8
11249,current,F,47,LOW,27,3,249,1,3
3863,current,F,32,MEDIUM,3.6,4,802,1,20
7515,current,M,66,MEDIUM,18.4,7,700,0,18
6882,current,F,29,MEDIUM,1.8,2,957,1,6
5668,saving,M,33,MEDIUM,9.1,3,653,1,3
5419,saving,M,37,LOW,8.5,6,746,1,13
13159,saving,M,35,MEDIUM,13.5,5,858,1,18
10044,current,M,64,MEDIUM,35.2,3,638,1,13
16764,current,M,219,HIGH,19.9,9,355,1,16
11169,current,M,55,MEDIUM,35,3,737,1,16
12990,current,M,33,LOW,3.9,6,244,1,18
1813,saving,M,51,MEDIUM,27.9,3,882,1,19
7608,current,M,34,HIGH,5.6,3,249,1,16
19493,current,M,66,LOW,36.8,3,686,0,10
19090,saving,M,34,LOW,5.6,10,314,1,15
17581,current,M,33,HIGH,13,5,863,1,9
2665,current,F,37,MEDIUM,10.2,5,886,0,10
16195,current,F,29,MEDIUM,0.9,5,743,1,20
11213,current,M,47,MEDIUM,10.8,2,588,1,4
11220,current,M,37,MEDIUM,10.2,1,394,0,8
4965,current,M,47,MEDIUM,13.5,3,658,1,6
7150,current,M,120,HIGH,50,8,395,0,7
6473,current,M,32,LOW,10.8,6,488,1,6
8733,current,M,37,MEDIUM,6.8,4,809,1,2
7218,current,M,32,MEDIUM,8.4,4,258,1,13
10559,current,F,120,MEDIUM,80,8,836,1,14
16921,saving,F,30,MEDIUM,5,8,505,1,12
5182,current,M,60,HIGH,12,5,623,1,2
317,current,F,32,LOW,2.4,4,914,1,8
16517,current,M,27,LOW,4.9,4,370,1,17
9986,saving,M,32,MEDIUM,3.6,1,394,1,9
15926,current,M,53,MEDIUM,29.7,7,245,1,6
8254,current,F,55,LOW,31.5,3,575,0,3
11102,current,M,34,HIGH,7,8,330,1,8
2307,current,M,62,MEDIUM,12.6,3,653,1,18
15787,current,F,58,MEDIUM,19,10,818,0,7
2925,current,M,37,LOW,1.7,7,908,1,11
14842,saving,M,32,MEDIUM,2.4,4,708,1,8
7951,current,M,42,MEDIUM,19.8,9,647,1,6
7832,saving,M,33,MEDIUM,3.9,2,656,0,7
17617,current,M,33,MEDIUM,9.1,9,268,1,4
1786,current,M,49,MEDIUM,20.3,7,508,1,12
14131,current,M,34,MEDIUM,8.4,10,755,1,5
1247,current,F,56,MEDIUM,18,1,914,1,17
17243,current,M,33,MEDIUM,3.9,1,363,1,15
2650,saving,M,35,MEDIUM,12,1,588,1,17
17188,current,M,33,MEDIUM,10.4,8,685,1,2
8649,current,M,60,LOW,8,9,858,0,5
2075,current,M,37,HIGH,13.6,4,818,1,6
3152,current,M,53,MEDIUM,26.4,4,536,1,4
17093,current,M,30,MEDIUM,4,9,956,0,4
1717,saving,M,27,HIGH,5.6,7,928,1,15
2388,current,M,29,LOW,2.7,5,516,0,13
16197,current,M,30,MEDIUM,2,7,638,1,20
19039,current,M,32,MEDIUM,10.8,6,523,1,14
1125,saving,M,33,MEDIUM,13,3,914,1,15
8524,current,M,42,HIGH,13.2,1,639,0,14
11239,current,M,32,MEDIUM,10.8,9,638,1,19
8814,saving,M,30,MEDIUM,10,10,614,1,17
7645,current,F,34,MEDIUM,12.6,1,233,0,10
8636,current,M,38,LOW,1.8,7,385,1,13
2364,current,M,53,LOW,16.5,8,574,1,3
14680,current,M,36,LOW,11.2,5,945,1,19
860,saving,M,33,MEDIUM,10.4,1,796,1,4
15501,current,M,35,LOW,9,10,914,1,9
13976,current,M,37,LOW,13.6,10,447,1,17
16999,current,M,33,LOW,11.7,4,805,1,7
2073,current,M,33,MEDIUM,10.4,3,447,1,7
4669,current,M,56,MEDIUM,36,1,748,0,14
11616,current,M,66,MEDIUM,4.6,6,588,0,5
16336,current,M,27,MEDIUM,4.2,10,683,0,11
17508,saving,M,56,MEDIUM,14.4,2,505,1,10
15223,current,M,33,LOW,9.1,2,966,1,12
6452,saving,M,30,LOW,4,9,686,1,5
2351,current,M,53,MEDIUM,16.5,6,708,1,15
7927,current,M,62,MEDIUM,33.6,3,583,1,15
11448,current,M,51,MEDIUM,18.6,2,638,1,19
17878,current,M,222,MEDIUM,121.2,5,247,1,10
12411,saving,M,37,LOW,3.4,4,748,1,13
12863,current,F,64,MEDIUM,8.8,10,268,1,7
10049,current,M,29,MEDIUM,3.6,6,801,1,4
7548,current,F,55,MEDIUM,3.5,2,836,1,10
12005,current,M,56,MEDIUM,18,7,269,0,8
9348,current,M,53,MEDIUM,9.9,8,887,1,19
9295,saving,M,44,LOW,9.6,6,883,1,8
10965,current,F,118,MEDIUM,49,6,631,0,19
8992,current,M,30,MEDIUM,9,1,836,1,14
12342,current,M,39,MEDIUM,19,1,299,1,10
8421,saving,M,33,MEDIUM,2.6,1,267,1,5
18351,current,M,35,LOW,3,7,535,1,4
17413,current,M,39,MEDIUM,9.5,2,454,0,17
324,current,M,35,LOW,13.5,9,631,1,16
16220,current,M,35,LOW,1.5,2,370,1,14
2702,current,F,27,MEDIUM,3.5,8,464,1,16
17187,current,M,37,MEDIUM,3.4,2,684,0,3
6778,current,M,33,MEDIUM,13,1,408,1,4
15219,current,M,32,MEDIUM,2.4,3,424,1,18
2860,current,M,47,MEDIUM,10.8,9,254,1,6
4855,current,M,34,MEDIUM,8.4,2,574,1,10
13861,saving,M,53,MEDIUM,26.4,3,366,1,5
12655,current,M,64,MEDIUM,17.6,10,538,1,15
9920,current,M,55,LOW,14,7,693,1,20
8956,saving,M,60,MEDIUM,40,1,882,1,16
13085,current,M,25,LOW,1,5,464,1,19
8540,current,M,66,MEDIUM,27.6,1,355,0,15
1697,current,M,33,HIGH,11.7,4,928,1,6
9449,current,M,33,MEDIUM,13,8,269,1,14
14960,current,M,28,LOW,8,3,488,0,20
19093,current,M,30,LOW,7,3,594,1,12
10052,saving,M,27,LOW,2.1,3,643,1,14
7481,current,M,56,MEDIUM,36,2,638,0,16
1888,current,F,30,MEDIUM,4,7,883,1,9
13834,current,M,37,LOW,10.2,7,385,1,20
9342,current,M,50,MEDIUM,24,3,503,1,18
14710,current,M,33,MEDIUM,1.3,10,448,1,11
4703,current,M,66,MEDIUM,9.2,4,254,1,2
8234,current,F,60,LOW,40,5,300,1,11
13058,current,M,53,MEDIUM,26.4,8,958,1,10
9571,current,F,44,HIGH,4.8,8,123,1,12
5742,saving,M,62,LOW,21,5,737,1,17
7309,current,M,27,LOW,2.8,3,488,1,5
19019,saving,M,38,MEDIUM,16.2,5,249,1,8
7754,saving,M,69,MEDIUM,4.9,7,574,1,13
422,current,M,42,MEDIUM,22,7,945,1,20
14820,saving,F,47,MEDIUM,18.9,10,882,1,6
2772,current,M,66,MEDIUM,41.4,1,269,1,3
6338,current,M,33,LOW,2.6,8,537,1,16
10703,current,M,33,MEDIUM,5.2,7,883,1,13
5991,current,F,35,MEDIUM,4.5,4,523,1,17
15654,current,M,36,MEDIUM,1.6,3,468,1,2
8965,current,M,47,LOW,2.7,2,683,1,3
13444,current,M,32,LOW,4.8,9,966,0,20
7347,current,M,27,MEDIUM,2.8,4,366,1,20
13831,current,M,33,LOW,7.8,9,267,1,11
16692,current,M,55,MEDIUM,35,1,270,1,5
1357,current,M,31,MEDIUM,11,3,743,1,19
542,current,M,47,MEDIUM,16.2,8,355,1,16
4403,saving,F,35,LOW,9,8,386,0,6
10294,current,M,67,MEDIUM,9.4,7,363,1,4
5462,current,M,29,MEDIUM,6.3,5,805,1,20
10656,saving,M,36,MEDIUM,9.6,3,505,0,9
8041,current,M,34,MEDIUM,14,7,486,1,20
5936,saving,M,62,MEDIUM,8.4,4,809,1,15
15011,current,M,32,MEDIUM,7.2,10,805,1,9
1677,current,M,66,LOW,46,3,626,1,14
9490,current,M,53,LOW,9.9,5,485,0,6
3189,current,M,54,LOW,13.6,7,647,1,12
1904,current,M,27,MEDIUM,7,6,445,0,18
9431,current,M,37,MEDIUM,3.4,2,867,0,18
18493,current,M,42,LOW,13.2,6,748,1,14
953,current,M,27,MEDIUM,5.6,3,247,1,5
11329,current,F,33,MEDIUM,2.6,10,762,0,2
12647,saving,M,27,LOW,0.7,2,535,0,5
12868,current,M,30,MEDIUM,10,10,626,1,4
11613,current,M,53,LOW,26.4,7,233,1,4
2325,current,M,29,HIGH,4.5,3,836,1,11
8581,current,M,33,LOW,3.9,3,904,1,18
12450,current,M,33,LOW,6.5,4,748,0,14
8171,current,M,35,MEDIUM,1.5,4,640,1,18
11775,current,M,66,MEDIUM,18.4,5,965,1,13
17372,saving,F,33,HIGH,13,6,723,1,16
5113,current,F,33,MEDIUM,10.4,8,863,1,19
19354,current,M,62,MEDIUM,29.4,7,249,1,12
10518,current,M,60,MEDIUM,32,1,523,0,14
19205,current,F,33,MEDIUM,13,1,700,1,20
4507,current,F,42,MEDIUM,8.8,9,354,0,14
17934,current,M,33,MEDIUM,6.5,5,686,1,9
16671,current,F,32,LOW,4.8,4,801,0,20
17216,current,M,34,MEDIUM,1.4,5,538,1,13
8020,current,F,53,LOW,9.9,4,743,1,16
15970,current,M,50,MEDIUM,6,8,258,0,3
5684,current,M,53,HIGH,26.4,1,508,0,19
10910,current,M,63,LOW,4.3,4,748,0,20
4612,current,M,30,LOW,7,7,748,1,8
6134,current,M,32,MEDIUM,10.8,1,574,0,16
301,current,M,44,LOW,14.4,3,464,1,20
1778,current,M,30,MEDIUM,9,10,686,0,4
3336,saving,F,35,MEDIUM,1.5,4,307,1,19
15966,current,M,30,MEDIUM,4,5,644,0,16
13755,current,M,118,HIGH,58.8,4,372,1,5
8960,current,M,28,MEDIUM,4,3,968,1,3
16856,current,F,37,HIGH,1.7,7,394,1,12
7497,current,F,37,MEDIUM,8.5,10,385,1,10
17183,current,M,47,MEDIUM,8.1,10,859,1,7
8709,current,M,66,LOW,18.4,5,614,0,18
439,current,M,47,MEDIUM,18.9,8,969,0,16
7581,current,F,66,MEDIUM,36.8,2,653,0,7
16791,saving,M,40,MEDIUM,8,2,233,1,19
8483,current,M,37,MEDIUM,11.9,6,488,0,3
598,current,M,32,MEDIUM,3.6,8,805,1,20
14024,current,M,34,MEDIUM,4.2,2,123,0,6
13272,current,M,31,LOW,4.4,10,535,0,8
15513,current,M,29,LOW,9,4,855,1,12
6566,current,M,60,HIGH,24,5,766,1,7
14128,saving,M,40,LOW,8,10,966,1,5
15282,current,F,54,MEDIUM,13.6,8,748,0,10
4946,current,M,38,MEDIUM,9,6,372,1,15
8972,current,M,46,LOW,2.6,10,966,1,10
12348,current,M,49,MEDIUM,17.4,1,626,1,13
10244,saving,M,53,MEDIUM,9.9,7,245,1,12
7565,current,M,33,LOW,11.7,4,887,1,16
6697,current,F,25,MEDIUM,1.5,2,324,1,12
19693,current,F,40,MEDIUM,12,6,505,1,6
4937,current,M,69,MEDIUM,9.8,4,766,1,18
10732,current,F,32,LOW,1.2,2,924,1,6
10344,current,M,33,HIGH,10.4,9,921,1,12
17008,current,M,47,LOW,13.5,2,466,1,13
16611,current,M,32,MEDIUM,10.8,7,374,1,20
14297,current,M,37,HIGH,15.3,7,268,1,16
10152,current,M,33,MEDIUM,11.7,1,805,1,14
11005,current,M,46,MEDIUM,5.2,7,748,1,6
10092,current,M,47,MEDIUM,10.8,2,123,0,9
18632,current,M,33,LOW,6.5,8,536,1,8
14532,current,M,33,MEDIUM,6.5,8,523,1,17
9659,current,M,37,MEDIUM,8.5,7,519,1,11
8026,current,M,31,MEDIUM,6.6,10,858,1,18
7823,current,M,30,MEDIUM,8,8,574,0,7
10012,current,M,28,HIGH,8,6,867,1,16
14486,current,M,219,LOW,39.8,6,249,1,12
1909,current,F,53,LOW,23.1,3,945,1,4
2042,current,M,47,LOW,16.2,10,805,1,12
6814,saving,M,62,MEDIUM,37.8,9,924,1,10
17327,current,M,51,MEDIUM,31,3,536,1,20
11035,current,M,33,MEDIUM,6.5,9,658,1,11
17247,current,F,42,MEDIUM,8.8,6,867,1,4
3837,current,M,42,MEDIUM,15.4,8,249,1,16
14713,saving,M,219,HIGH,139.3,10,914,1,14
5237,current,M,46,MEDIUM,13,3,583,1,12
12964,current,M,44,MEDIUM,19.2,5,445,1,3
11377,current,M,35,LOW,12,1,385,1,8
16939,current,M,33,MEDIUM,7.8,7,299,1,9
2068,current,M,66,HIGH,18.4,6,247,1,5
3820,current,M,40,MEDIUM,16,7,683,1,4
18334,current,M,27,MEDIUM,4.2,5,685,1,17
10612,current,M,30,LOW,10,9,256,0,10
925,current,M,37,LOW,6.8,4,863,0,2
9117,current,M,60,MEDIUM,36,5,969,1,8
17431,saving,M,63,MEDIUM,43,8,258,1,12
19935,current,M,66,MEDIUM,23,4,245,1,2
3767,current,M,29,LOW,2.7,2,966,1,10
17135,current,M,47,HIGH,27,5,643,1,2
5034,current,M,34,MEDIUM,7,3,802,0,20
18212,current,M,69,LOW,9.8,6,748,1,4
201,current,M,118,MEDIUM,98,10,928,1,12
6486,current,F,37,LOW,8.5,10,710,1,15
16854,current,M,40,HIGH,18,1,249,0,14
8167,current,M,33,LOW,10.4,7,685,0,7
1637,current,M,47,LOW,8.1,7,244,0,17
2440,current,M,42,MEDIUM,2.2,8,516,1,19
8018,current,M,46,LOW,5.2,9,445,0,7
2591,current,M,222,LOW,80.8,10,305,1,17
552,current,M,30,MEDIUM,2,5,799,0,14
16730,current,M,35,HIGH,3,4,466,1,15
8829,current,M,40,MEDIUM,8,8,809,1,16
15276,current,M,27,MEDIUM,2.8,7,639,1,17
6387,current,M,55,MEDIUM,35,1,594,1,14
19365,saving,M,28,MEDIUM,4.8,2,966,1,20
16538,current,M,32,MEDIUM,3.6,5,245,0,20
19613,current,M,33,HIGH,9.1,7,488,1,7
5591,current,F,28,MEDIUM,1.6,1,516,1,5
8932,saving,M,39,MEDIUM,1.9,5,488,1,12
4436,current,F,49,MEDIUM,2.9,10,394,0,10
13952,saving,M,42,MEDIUM,17.6,10,805,1,11
7596,current,M,56,MEDIUM,10.8,4,908,1,11
13329,saving,M,33,MEDIUM,9.1,7,535,1,9
4277,current,M,30,LOW,5,3,445,1,4
10510,current,M,35,LOW,10.5,1,448,1,10
19004,current,M,27,LOW,5.6,9,887,1,20
5265,current,M,66,MEDIUM,46,8,233,1,9
17149,current,M,42,HIGH,13.2,5,537,0,12
3486,current,M,30,LOW,7,9,371,1,6
8048,current,M,25,MEDIUM,1.5,5,801,1,16
3449,current,M,40,MEDIUM,18,3,858,1,5
5341,current,M,30,MEDIUM,8,3,249,1,20
3425,current,M,42,MEDIUM,15.4,4,743,0,6
3308,current,M,30,MEDIUM,10,9,623,0,10
15413,current,F,66,MEDIUM,9.2,10,355,1,11
5381,current,M,64,MEDIUM,30.8,3,445,1,18
5290,current,M,28,MEDIUM,7.2,4,503,1,18
2970,current,M,60,MEDIUM,12,2,801,1,20
4367,current,M,35,MEDIUM,15,6,243,0,13
13335,current,M,37,MEDIUM,6.8,2,268,0,11
10175,current,F,30,MEDIUM,2,1,653,1,3
17379,current,M,223,LOW,101.5,5,882,0,8
8889,current,M,118,MEDIUM,49,2,269,1,19
8554,current,M,50,MEDIUM,6,5,270,1,6
7324,current,M,32,MEDIUM,7.2,4,465,1,6
10433,current,M,35,MEDIUM,10.5,9,249,1,11
18656,current,M,27,MEDIUM,2.1,8,488,1,3
8715,current,M,32,LOW,6,6,324,0,7
18086,current,M,34,MEDIUM,11.2,3,643,1,18
630,current,M,34,MEDIUM,7,3,866,1,8
4311,current,M,33,MEDIUM,13,9,355,0,2
2843,saving,M,31,LOW,3.3,1,324,1,8
11551,current,M,67,MEDIUM,47,9,259,1,8
5559,current,M,55,MEDIUM,3.5,1,801,1,12
19151,current,M,37,LOW,17,8,809,0,2
5229,saving,F,44,LOW,21.6,10,464,1,6
5355,current,M,38,LOW,3.6,1,516,1,18
16710,current,M,31,MEDIUM,3.3,9,537,1,20
11248,current,M,53,LOW,23.1,10,737,1,5
6514,current,M,47,MEDIUM,21.6,10,516,1,20
6705,current,M,37,LOW,3.4,7,454,0,2
14074,current,M,64,MEDIUM,35.2,6,537,0,4
513,current,M,64,HIGH,22,5,614,1,12
6548,current,M,34,HIGH,7,8,762,1,10
17191,current,M,33,MEDIUM,2.6,8,464,1,16
2168,saving,M,30,LOW,1,9,968,1,9
9551,current,F,30,MEDIUM,1,10,330,1,6
6406,current,M,53,MEDIUM,16.5,9,537,1,20
10764,current,F,34,MEDIUM,12.6,9,799,1,10
18411,current,M,40,MEDIUM,6,1,394,0,14
16858,current,M,58,MEDIUM,11.4,6,737,1,3
4641,saving,M,66,MEDIUM,46,2,802,0,6
16394,current,M,44,LOW,7.2,6,385,1,5
18790,current,M,33,HIGH,2.6,1,249,0,12
15201,current,M,62,LOW,42,1,244,1,19
2888,current,M,40,LOW,2,3,249,1,16
13902,current,M,222,MEDIUM,202,1,464,1,11
8924,current,M,30,LOW,4,3,864,0,7
16482,current,F,66,LOW,4.6,8,454,1,14
855,current,M,49,MEDIUM,2.9,3,523,1,16
7918,saving,M,66,MEDIUM,18.4,1,911,1,8
13522,current,M,62,MEDIUM,4.2,1,536,1,4
16497,current,M,30,MEDIUM,5,3,249,1,6
19282,current,M,32,HIGH,12,10,445,0,8
2885,current,M,46,MEDIUM,2.6,9,537,0,5
15562,current,F,28,HIGH,2.4,3,582,1,19
3566,current,F,35,MEDIUM,7.5,3,710,0,16
9992,current,M,46,MEDIUM,26,6,525,1,9
750,current,F,32,LOW,6,1,385,1,17
18693,current,M,56,HIGH,32.4,6,538,1,19
14462,current,M,55,MEDIUM,3.5,1,539,1,7
1456,current,M,47,MEDIUM,5.4,8,269,1,10
10410,current,M,27,LOW,2.1,10,314,0,17
17829,saving,M,53,LOW,26.4,4,658,0,20
11461,current,M,53,MEDIUM,33,2,574,1,5
6927,current,F,35,MEDIUM,1.5,10,394,0,13
12081,saving,M,53,MEDIUM,26.4,3,743,1,4
10485,current,F,222,LOW,181.8,5,974,0,10
15158,current,F,51,LOW,31,6,684,1,10
18455,current,M,66,LOW,13.8,6,614,1,2
2729,current,M,33,LOW,13,10,296,1,7
11911,current,M,46,MEDIUM,5.2,1,355,1,11
19729,current,M,31,HIGH,3.3,6,395,1,10
18358,saving,M,62,LOW,33.6,9,247,1,17
18732,current,M,63,MEDIUM,8.6,6,743,1,8
1332,saving,M,35,MEDIUM,1.5,5,446,1,6
16769,current,M,27,MEDIUM,7,10,863,1,18
11736,saving,M,118,MEDIUM,9.8,6,658,1,13
15069,current,F,29,MEDIUM,7.2,4,969,0,19
7700,current,F,27,LOW,4.9,9,623,1,4
12200,current,M,32,MEDIUM,9.6,1,314,1,12
9389,current,F,46,LOW,10.4,3,314,1,5
7614,current,M,34,MEDIUM,12.6,8,394,1,8
2868,current,F,37,MEDIUM,17,2,485,1,3
1790,current,M,44,MEDIUM,19.2,9,863,1,16
2962,current,M,47,MEDIUM,24.3,1,863,0,8
9324,current,M,47,MEDIUM,8.1,8,448,1,8
5994,current,M,55,MEDIUM,35,6,685,1,13
1736,current,F,36,LOW,9.6,8,860,1,8
12202,current,M,35,MEDIUM,7.5,9,863,1,7
19731,current,M,33,LOW,1.3,7,801,1,12
11109,current,M,66,MEDIUM,13.8,10,488,0,3
1415,current,M,46,MEDIUM,7.8,3,537,0,11
16512,saving,M,37,MEDIUM,11.9,10,883,1,17
16330,current,M,53,MEDIUM,23.1,10,386,1,3
11138,saving,M,35,MEDIUM,4.5,3,958,1,20
1465,current,M,66,LOW,4.6,7,535,1,11
7498,current,M,35,MEDIUM,12,4,737,0,19
4996,current,M,35,HIGH,4.5,7,372,1,12
11508,current,M,53,LOW,9.9,10,766,0,19
14546,current,M,53,MEDIUM,33,3,865,1,17
3678,current,M,62,MEDIUM,29.4,4,536,0,6
18101,current,M,66,MEDIUM,46,9,758,0,4
3593,current,M,55,LOW,17.5,6,394,1,19
10303,current,F,30,HIGH,8,1,737,1,14
8157,current,M,62,LOW,4.2,1,626,1,11
18346,saving,F,50,MEDIUM,6,10,863,0,14
6760,saving,M,35,LOW,13.5,2,928,1,16
