ID,cc_cons
3336,18539
15966,5579
13755,137390
8960,12199
16856,406190
7497,4191
17183,25803
8709,391603
439,179315
7581,1337
16791,4750
8483,12011
598,5723
14024,19823
13272,7753
15513,30646
6566,7173
14128,12477
15282,101211
4946,164828
8972,8912
12348,13158
10244,2061
7565,19104
6697,88750
19693,6197
4937,8935
10732,13085
10344,13782
17008,3336
16611,869
14297,12185
10152,218877
11005,14471
10092,14923
18632,16534
14532,18364
9659,18592
8026,8730
7823,19065
10012,9428
14486,17252
1909,290330
2042,18874
6814,4661
17327,1887
11035,12720
17247,8876
3837,16941
14713,2602
5237,8000
12964,126479
11377,2081
16939,13464
2068,120258
3820,3524
18334,7639
10612,295
925,12678
9117,13153
17431,83647
19935,18849
3767,9239
17135,4418
5034,9707
18212,22442
201,87022
6486,13832
16854,13954
8167,2552
1637,18860
2440,6542
8018,391584
2591,9252
552,237761
16730,15872
8829,13946
15276,12914
6387,5525
19365,19287
16538,16890
19613,9588
5591,14358
8932,12990
4436,7802
13952,40044
7596,14302
13329,328
4277,174376
10510,15800
19004,15152
5265,16744
17149,12784
3486,37541
8048,8638
3449,7194
5341,16958
3425,3843
3308,19985
15413,17072
5381,395673
5290,18930
2970,12421
4367,12846
13335,5686
10175,109606
17379,19023
8889,606
8554,134719
7324,13394
10433,296884
18656,84139
8715,10306
18086,10079
630,301948
4311,4063
2843,163
11551,8478
5559,17253
19151,180959
5229,20194
5355,1077
16710,8494
11248,341897
6514,117700
6705,98384
14074,315444
513,7542
6548,93165
17191,242295
2168,289715
9551,4494
6406,405459
10764,20237
18411,357
16858,210060
4641,6107
16394,14809
18790,34409
15201,1061
2888,159
13902,14169
8924,12292
16482,137148
855,17321
7918,10302
13522,7595
16497,2457
19282,13298
2885,14765
15562,11768
3566,294903
9992,2566
750,5203
18693,15655
14462,18428
1456,11416
10410,29866
17829,2836
11461,86713
6927,3
12081,7709
10485,476
15158,4955
18455,13362
2729,14591
11911,6257
19729,1982
18358,18506
18732,10824
1332,7087
16769,12385
11736,5112
15069,1033
7700,308638
12200,19850
9389,4249
7614,12550
2868,4964
1790,16740
2962,8605
9324,129116
5994,17195
1736,18085
12202,20418
19731,18808
11109,12490
1415,4251
16512,16984
16330,20125
11138,8387
1465,17872
7498,4826
4996,305278
11508,2088
14546,6343
3678,7210
18101,8805
3593,99894
10303,14740
8157,13562
18346,88237
6760,18865
13991,17832
8494,15331
12860,13164
15239,19748
1671,13551
13530,4948
13186,3263
11412,291045
13824,12165
7723,5102
19891,8494
19652,13170
1386,13164
10973,14967
9298,4263
2190,140542
13008,7849
6418,27524
11354,212774
7282,85854
18791,11289
5316,402475
8759,1007
4040,224673
1807,20011
9019,3667
10273,8353
2722,217144
15854,12496
18403,20332
9058,299259
17959,290592
4916,62
1508,4976
18054,10286
4505,34940
16421,6979
5371,4580
7313,18680
13518,26112
8317,16674
8103,337878
13632,16867
18550,7019
18151,11328
6960,18228
1432,17023
9359,139050
4324,3085
13929,37158
7427,16184
5096,776
8849,126436
18903,175411
16814,8326
17684,1730
7074,35228
6149,12457
18191,19540
13910,320301
8307,16185
2850,112160
17482,133916
13011,536
16924,19869
10213,6771
1595,127666
12041,14498
15303,1954
2614,13678
14734,17778
18822,14656
18216,13392
9583,19158
18821,220561
15587,307642
12132,1867
5340,6817
7121,398383
16696,14725
5100,129734
5204,4230
12793,5881
19063,214781
9736,8426
3212,15844
2221,31393
12017,18996
9788,11966
11457,2195
133,294737
12998,14306
5643,328052
5939,5603
3930,3835
16871,7000
19416,14675
19006,18293
13826,3019
226,16810
8671,1940
1838,10639
6460,7349
18311,13441
17579,16040
15350,164107
9791,2642
10859,20224
16182,14316
11878,15931
14509,31388
4165,2818
19095,6453
12100,125283
2452,210195
18561,16055
15396,7183
13381,3394
15702,1101
2905,13860
8545,97979
11187,8542
2051,9854
6597,6423
15809,292213
7551,7397
6299,1109
13435,22727
6809,14121
988,135373
12881,6425
10576,5262
12191,1483
5239,16427
941,8269
18423,8377
18842,92489
685,131663
18914,103291
8623,15155
7162,10345
10277,16022
8532,7077
7945,39813
18853,5204
5158,8600
11766,292680
19516,2854
5009,4262
13508,95375
8510,3895
3594,22542
2126,130829
5402,401399
14084,12643
2001,18814
58,14436
144,392272
7332,10948
16276,6109
10117,327917
17727,2401
10198,428
12326,17157
9139,16174
4808,31187
1765,9915
7741,13873
14545,7534
17660,6380
19321,221621
3540,15820
16395,8204
11500,266
14815,16518
505,83167
14102,1099
6720,389458
10142,5710
11936,13720
894,15269
13771,1045
451,18629
13028,39297
2112,6788
19303,27737
5798,15146
14187,290242
13980,6035
10875,14749
12703,9029
8220,3094
1824,303396
18489,89200
19116,16493
17470,1897
14521,18903
85,5632
2300,5543
14848,9791
16399,7095
11221,4881
16808,141270
14777,14876
9375,757
14537,13646
9097,228264
16160,17383
1209,17614
9201,327323
809,13497
6139,11884
19166,16567
1504,316274
18806,16942
10449,7461
10678,295944
19847,13926
5016,224463
19524,2221
7607,20143
4974,133587
12965,93434
19257,7928
15211,6104
10721,14099
1994,220294
16304,127383
16988,4004
11824,15618
11704,2296
5914,15154
17474,6188
10787,10592
14446,4563
19708,1622
5704,8202
12085,11165
2809,223407
11152,288576
8989,21179
10889,15572
8052,12395
2991,342107
11985,150
12042,398611
4449,13606
8826,4477
14207,109776
12317,107794
14637,16
9009,13719
11226,14238
1067,325686
8324,13422
5090,3111
5437,393110
11483,532
12385,15483
1692,227533
16500,132714
9914,15416
2095,16974
12787,10602
10037,13779
9217,12349
8123,26
17687,18415
6943,312947
5441,5793
18154,327308
15467,13717
8896,1936
17842,5776
13353,16646
5984,38437
15438,9984
10897,618
13698,5306
11977,8572
15534,17750
4159,16119
16525,15554
1597,19105
10698,115597
18949,396361
19868,14426
9837,19323
6950,12834
9046,13225
7163,23099
15074,3796
15752,63
1901,5635
4883,95447
7839,290265
12037,4332
822,11961
11139,3116
17800,2963
2141,11550
5602,10113
13881,16338
916,20880
14241,6705
1422,11543
16962,5427
16324,11670
6637,12829
12387,98986
255,82584
16434,1900
14588,298174
1129,4119
15979,9525
17910,19273
9917,6775
2253,2350
12302,17035
17109,126606
9307,19828
13569,13116
8451,176651
9956,10830
6019,1682
19690,10268
7089,13845
17939,6515
13191,177656
12365,312453
18670,19244
6992,4179
18372,180335
19889,217432
15721,9075
15942,540
5926,19527
9620,10239
7678,16168
12805,294136
7600,3993
9945,218424
16370,7087
10121,12121
2698,205923
7782,2513
19900,16934
2492,12832
13418,11075
17124,1274
2448,14826
13543,14335
2423,17924
16949,125190
16991,8240
11505,7019
11307,10909
14203,4965
9546,11609
5518,7114
17546,10659
6457,325
4101,10550
14755,7956
7654,5667
5329,1752
19533,6688
9908,18720
18175,15036
4657,291597
8605,18345
7355,961
3882,4147
30,316219
19914,83492
11904,123130
4089,12108
7398,2175
15181,7097
16468,1051
4531,8282
11257,11551
13875,11901
8513,19796
2146,16650
15332,16770
620,3342
18004,26262
18649,734
8183,13585
7993,1408
15118,1196
13014,95062
1052,5608
5473,210648
10639,15212
9821,12848
879,20933
2507,15938
2841,7210
14036,35986
7541,165678
2299,15005
7443,7411
18927,2292
814,13784
3137,9371
9990,942
11058,12958
5122,850
12898,12516
12815,37613
2066,7867
2635,16947
10334,12781
175,19474
9761,308754
14824,15845
130,16360
14491,24858
17668,167822
10888,325414
6423,108839
13654,4308
616,6944
5768,314491
13960,13524
5338,405364
18608,18217
19671,19006
3078,5564
18546,408347
9044,286220
11143,2050
15391,1909
2703,59
8135,8253
8861,205545
6272,19260
11667,294951
7458,1661
16066,10406
11310,14012
14141,237336
16078,9102
12757,203958
6698,292545
4572,13236
9660,179663
488,15810
11564,12585
10913,18564
13163,2282
19179,287169
4166,14596
17116,19413
14795,4814
2999,1362
2050,15257
15636,90363
16932,8850
7850,5813
4105,8153
9084,2957
12801,13260
8035,15124
1,15486
7212,17798
17729,11686
18883,3861
12894,7082
10833,11623
11629,12330
12675,38332
4992,13772
17394,12618
9701,12890
4524,1391
3940,6512
13412,10497
4767,14376
10752,10169
19670,917
9037,98964
15191,16987
9709,15559
18223,177670
3750,4306
2669,474
15658,729
12623,17468
12276,11195
2684,8457
2418,5926
10539,13589
6400,303887
2642,6330
8463,16665
6686,12175
18588,10360
4222,299396
14806,207457
17812,11650
10941,27907
11343,7768
2911,4785
4439,19575
6120,4734
2950,4386
15584,126806
13455,10445
17735,100769
9006,10286
5154,3862
5224,5651
13102,14493
12066,3167
17370,12531
172,934
1834,10001
6391,3946
5516,7951
2975,8620
14844,10667
16986,5463
12299,261115
3083,15505
508,4184
14104,170622
18296,15024
8313,3974
12408,14019
18297,19206
4220,6927
2670,316162
15944,3579
8343,19786
16652,9752
19392,7255
12735,1231
11719,16447
14469,598
4106,19276
16649,17910
16294,223058
6110,20339
10310,166
8892,20154
19152,183
1277,8817
17732,7082
15142,19195
4594,5080
3850,9096
6777,14331
9218,4701
16711,17092
3945,332122
6550,8917
17537,128376
4701,180616
16923,7075
5030,211858
14743,5639
2504,5709
11193,9436
8717,11851
16510,5268
13804,25270
13704,1580
8866,299089
348,18737
14169,295117
12233,14804
9129,7287
1527,120362
6938,303038
7075,6216
4907,115184
7436,2060
10708,1613
8863,9538
3342,3201
3687,16218
17501,11450
1411,17358
7278,13880
9210,90221
1113,2737
15900,13964
19405,7423
18575,221935
218,341728
17898,141837
19189,294703
13303,17751
14674,403824
1659,15472
19621,13360
7529,6631
2271,11902
3672,101916
1738,8781
15918,15044
1328,8810
1032,13508
9498,9665
4766,19020
16782,865
6925,7802
2959,330507
8561,17165
15411,18417
3404,171864
3536,397285
4791,204512
15151,5602
16439,94
19007,18079
13488,327200
13773,2299
19009,95314
4390,309751
16192,4471
14613,8022
5678,17480
2330,6469
5506,330070
9755,872
6366,2809
9081,291851
236,8105
8119,4945
1033,18873
7523,10014
5513,181602
2852,2570
17686,211981
8642,9771
14894,19278
14938,20764
4182,13670
19580,1753
10959,392326
14976,7198
428,7901
3980,8253
13816,132971
17948,17755
3572,121940
1896,1670
8745,5609
17170,6174
7501,13457
4989,9852
17580,14607
5264,10200
15554,18070
9987,3660
13269,1567
11277,9317
8577,128704
11460,124945
13734,298147
17041,292908
5183,10121
3146,15357
11970,223378
5885,13866
3869,5821
10601,14329
8430,5153
15810,15511
19968,18102
10431,215
4679,183393
12363,19651
9462,27966
2313,38788
9424,452
18235,5568
14089,18129
8681,1548
11812,19925
12615,20315
597,15569
3126,4320
4017,19351
9334,7471
19054,325255
8903,173
17607,12249
6561,16896
18586,128075
12552,6933
1170,96718
17564,30
13827,10225
4510,293850
6108,6473
2345,19495
5558,9248
1817,17793
17876,1093
11031,14536
2483,16202
8909,10759
14107,18824
12267,2516
17134,11708
1769,11396
430,9621
391,4211
3454,388372
14059,1523
15853,5141
11014,140200
18344,55331
14611,39635
17248,10193
18801,97115
1335,3387
16956,140811
8318,27294
12638,304951
11863,12342
13736,5393
14720,17807
6467,11013
1933,396308
1103,181948
18412,19893
4459,18946
11941,16855
1922,3018
4024,17757
10299,1699
121,7993
11786,9977
15959,15798
13446,9256
11116,10987
8224,15688
18367,20025
9323,15868
16400,304846
16369,777
11604,19387
3805,6982
8431,11125
4065,5157
3400,19459
7005,14963
11663,18271
4402,15426
10546,15137
19424,87090
5184,6729
5363,14753
8143,334444
11128,5302
8252,18788
10887,6566
7279,345618
3789,10208
16668,218716
16392,12257
11852,6770
4779,4709
4152,765
2872,15828
1522,9944
1395,16700
12484,16553
16754,8369
10543,16094
5375,334899
10462,32043
3618,20032
6431,10642
8656,179000
13637,12361
6570,17160
1245,9458
6919,12315
17679,13354
3824,6792
12856,18733
13922,8087
5478,5243
6963,16441
14595,9356
17296,1698
16008,20001
16108,183768
4682,2758
5853,35586
7800,10817
5133,10994
6869,12942
19581,289670
6160,16885
5734,1064
756,91144
15064,7553
12014,13727
1848,15403
14165,90216
6905,81761
18488,18117
4464,5813
12606,1644
6288,16994
13414,11193
14082,112781
4392,18593
5883,8195
1787,299617
17331,8694
8783,11815
6322,139640
15000,12241
16056,6088
14716,408239
3998,16114
2028,87332
10256,9045
7895,9917
4023,16846
7906,8671
14335,166638
18847,10465
868,14829
14923,5257
8864,14944
2471,7492
9221,2157
10077,9084
1548,4039
12479,403086
10346,10366
9151,319793
15631,172141
4511,12529
10151,16315
9642,12162
546,1496
5431,7580
16069,13071
17849,29721
19058,5696
11532,449
11126,124471
17196,137168
13496,1112
10184,217078
15456,111163
18445,135128
80,18351
6405,314302
5014,304576
7873,102733
14889,14718
11306,187
9767,5516
18737,4241
16941,297179
7284,861
17097,25303
6424,19015
2612,208369
8961,14659
1899,15236
1368,17990
2709,14383
9674,7124
14062,406741
16103,6689
8807,2921
17839,10498
17128,3381
9265,2608
12445,9946
11222,6732
9246,15038
12039,15898
10255,13669
1423,141310
6712,10661
12125,16673
3717,1876
11129,7136
19043,3762
8478,35633
14661,10383
17334,18384
17038,5968
94,20355
9943,31678
4574,2767
9391,701
15899,176718
10781,8558
847,258
19494,15849
786,9026
13820,16421
5177,17130
12576,13660
13379,19584
3685,11871
10943,296607
16001,100961
1193,16394
2997,7268
12869,31738
12871,12541
13247,10040
10614,8505
17714,290239
19675,17051
16313,14783
8747,15025
14478,835
12270,9279
16183,127056
17360,406694
10132,16255
14362,9243
5819,117009
9256,1184
15873,93057
15392,12460
15037,138058
13451,718
13651,14854
2342,11286
6432,4261
16423,175488
7167,18653
17377,13774
90,19405
2655,12309
6596,14401
18896,5334
11436,3895
18135,10519
13048,311334
9374,3319
4384,468
14791,14170
10323,338082
3364,36642
9486,10419
11185,916
3124,289348
7210,9660
2514,6801
6748,218127
12134,10371
2983,137146
8354,16690
19890,3867
10904,3465
17418,14094
15917,212855
11995,5877
18661,389696
1040,139018
567,5659
7345,2159
4412,10966
18257,13495
1160,8739
15775,17525
14247,2447
657,10764
4586,5677
6011,6063
9026,13126
2375,7997
12663,13928
9423,17976
18230,27996
18113,19894
10914,19267
5681,13217
4655,182675
7643,3911
10211,20199
8573,7876
16250,39592
14717,9279
12961,14301
14411,8861
4174,3569
16550,32191
5833,3410
11037,8991
12505,24110
6066,18860
8081,8288
14279,7396
16757,18047
8082,7377
9871,17885
4109,297356
13886,10925
19936,7432
14977,16934
9273,8641
12218,6562
15090,5240
7068,14040
16522,8414
1563,11908
5271,4538
4487,5689
13420,12024
6731,1212
5352,16934
15688,7009
11752,1478
14732,14429
16891,310023
14918,2617
19360,6632
7358,17461
4303,9735
13735,15104
12933,107
12389,324436
10098,4735
15461,4503
8200,9764
931,14971
13395,11482
11318,11301
19635,11257
1667,11388
13222,14759
18750,300364
5151,15134
19448,13887
8886,11908
17175,4926
3048,9706
17244,224685
10166,11822
2777,6780
2896,18933
3595,20156
10878,213772
3786,9451
17926,17011
9476,2998
7285,13207
15515,1355
2291,6037
2793,287226
19345,9415
18826,18095
14908,173538
17178,14709
19513,2618
11206,39996
840,12851
14941,11905
19176,3457
4497,85489
17215,14356
1640,8868
18008,10350
8936,34701
10325,6207
8797,2405
5685,31237
9775,9742
15112,18593
12123,54366
8912,207058
888,4424
2727,8817
12266,1677
4320,13509
14243,1484
14508,1373
9321,7788
4994,5038
16801,2592
11453,7777
13232,7270
17206,1953
19582,18145
7991,1381
12659,141434
2748,135357
10538,5134
19842,133443
15514,315773
4360,9199
12630,19118
8835,93147
14808,213184
11202,88440
8195,10012
14258,20132
3444,19675
14996,3029
12136,11663
19709,6314
11065,9381
10272,1952
18611,16703
1376,13964
12453,14295
19835,298573
6761,16777
10329,12444
8591,213062
15982,15022
3834,12807
13231,8404
1591,11543
3507,16047
18921,216996
14158,6900
18717,15256
445,6903
17201,206674
19987,11011
530,20287
16013,13459
3564,10902
6541,17583
13571,3119
16102,4797
17016,614
13437,2119
10268,20006
1675,178861
13419,12925
11945,17985
6739,7040
16544,18075
10374,339132
2848,2796
8764,10246
9222,14545
17861,16376
17915,296681
12900,3301
7484,165536
11876,5294
2780,13297
4666,16904
5134,327181
7293,14068
153,299857
9915,322255
14136,7528
1582,2156
6178,9883
3264,15250
4554,12056
3660,4490
19163,11525
12015,4942
10616,16487
18480,6236
7508,14388
18922,19157
13299,211471
15134,6615
19766,3728
19747,18677
10901,307086
17056,4941
1499,7339
4005,14214
7660,3952
1728,295837
18448,12138
9552,13869
11815,9754
17027,13534
8496,296509
12680,20882
322,8810
17242,20274
4075,332230
7605,5418
4069,19300
434,12871
17847,12756
11832,15189
10316,18937
15649,4254
14122,19423
15546,2227
14458,18040
16487,568
15072,222874
18912,19819
4799,13485
7203,4504
14708,1547
19164,126673
5140,15977
13981,17629
15271,2240
16681,204682
9339,5007
2825,5069
1071,12457
10581,29832
2922,6840
5367,12511
1990,10212
7595,128263
9895,6357
17430,15024
13229,13273
13983,102304
3601,8194
18772,12082
15462,10308
10088,10610
13662,16199
205,11470
19380,12571
14630,7984
10025,19528
3497,11776
3746,12993
8231,32876
7749,1725
16733,2682
2699,466
4990,12534
11576,521
17302,19191
8038,12713
19966,12020
5467,69
3236,9540
17055,15288
5781,4293
3111,4432
1388,2272
16041,20029
10324,119788
12557,31951
8130,3595
4447,16357
18913,287110
14619,10565
5533,3558
8982,13103
8273,1302
14313,15267
3634,3046
9528,112524
11133,2961
18498,11181
15140,4979
16817,20387
2319,83
3897,17348
18239,13727
5156,85020
19452,303023
3040,18016
17912,5601
10468,5333
17663,290484
12179,850
15087,8112
9753,13217
5899,11015
6617,11853
2019,6778
15016,33799
15312,295579
3279,5863
204,9956
97,1683
1797,206658
6377,887
4962,13027
15047,2415
12644,7237
8386,13368
11893,325636
1134,19114
1829,8553
12143,56848
16830,297829
917,16477
5686,9877
9604,388711
14946,19389
4482,1865
14529,9904
14934,15447
14692,208679
12603,4072
6959,9074
12516,12019
911,3027
12431,22339
2584,14041
6333,16540
906,64
16417,300160
11094,13884
18696,135712
13867,13397
7510,13622
19041,14023
4609,304264
18870,12280
1450,2882
19283,2575
6973,12410
6413,18048
12328,4133
16616,3889
6916,16275
10530,9129
12579,227692
8433,11714
2949,299177
3294,8097
14366,3132
18596,14121
8165,19172
4982,300941
2579,13096
6668,1791
8948,210263
19860,267
3154,13025
11774,13867
5334,1637
10282,11780
1643,18365
17081,215930
13845,5501
47,11595
7357,17387
2430,125370
13701,9285
5970,2399
14037,20251
7482,16481
9056,22131
937,227828
10461,130073
2588,11934
17461,16405
6581,3439
9031,13686
11627,4220
19040,10576
16528,19143
8415,19114
18878,15167
7392,33740
1988,404995
1286,20390
1596,30250
12656,7962
10071,571
10500,296083
9807,1479
18449,10031
10084,5934
18542,19560
15680,12509
8873,359
17240,20126
11983,12223
11019,341841
8777,11886
60,16641
19183,14854
14212,16513
19603,2623
12192,11956
14644,17435
18329,3751
13985,8822
18202,18460
5350,123119
9254,7584
10297,18227
13080,224238
2547,1062
17705,5224
9630,4541
827,10430
18812,100349
11401,5505
5764,16421
939,211585
13648,333194
15494,15188
6876,2019
18820,123069
3508,8377
15260,15862
1059,10398
3037,9560
13481,6856
13477,9215
15431,167579
10318,298662
10425,222767
14600,976
1866,557
4218,16246
9396,12713
14425,2733
4599,175648
16831,14033
9472,167230
19238,17308
2942,8446
1472,392788
13672,13320
5488,2605
1365,20116
3743,9192
9846,5756
98,12520
19856,2986
8653,8936
10642,393366
18965,5999
6529,2847
19297,3016
15046,83553
9346,164703
14057,8971
19291,4795
8444,3741
11279,45441
10939,1496
711,214860
7300,393636
5101,18857
1514,130531
14621,16540
1280,331502
17736,2604
18971,182346
12977,11924
9830,91856
12259,6958
6645,9599
7599,4377
13848,134139
18477,12560
4832,98347
5495,20236
194,28898
12390,13922
13499,7952
19182,4455
10565,94379
5032,15803
10704,8551
10596,1403
18702,19812
2711,1312
8679,2134
19107,12067
1387,20058
14027,20876
446,22972
9631,171073
3408,167864
13576,17935
564,9621
6350,401
4240,91596
3002,9259
211,16530
7975,8677
19191,12376
12171,302498
7746,14686
17018,8212
12712,10833
2870,301762
3267,2806
11687,311003
19162,14311
9997,6216
3950,3059
13682,10284
10655,15053
2509,20267
10687,121905
1367,6237
10094,13328
10891,13839
13573,13926
17804,1890
8251,6525
18429,10738
7701,5667
12883,12982
2994,3780
11378,18638
12393,6788
8187,12523
4532,132249
9714,14370
5475,10502
2789,872
528,12993
244,217611
11189,20322
3849,327878
18703,2028
1806,124231
4650,19559
15645,19269
13493,6500
4949,31359
2212,18081
477,15924
5305,1494
18828,385
13237,9105
15407,5000
12026,18919
4665,4770
15666,19477
16360,4997
17859,2685
5736,6007
2274,12190
9879,7353
4817,140356
14849,215455
16742,408151
6270,241594
12586,5355
19970,15223
11955,10517
2640,334
3461,10991
4906,19834
3360,18477
9875,9658
9491,23780
9808,1417
18148,15628
8887,135525
17933,6104
13224,15990
6795,169498
18958,14910
63,257502
2302,18352
14670,3560
12361,7036
349,6588
8010,18985
17850,98389
7689,177478
2552,12490
8428,4116
7240,4134
13509,7233
12694,8012
15264,19747
7775,392762
19754,19147
13646,18593
9682,414
9664,3583
12510,16392
18773,1868
13925,14772
3374,303321
2953,141152
10583,17604
18800,17903
6571,10327
12667,11660
10477,15850
7102,306246
12726,17285
6183,17882
17809,135632
3804,6015
13264,344804
18652,5619
11166,426
2496,15669
1490,23075
6860,3359
9669,8269
15847,16221
17856,211520
5231,94489
4898,2370
7033,19150
12044,251
18644,10008
5023,5627
5930,6950
7131,16010
7649,16173
16682,6966
19267,14473
18648,4441
4046,10146
3263,1836
11408,12359
5171,5198
16732,16493
6680,3681
18262,11946
3612,8048
14113,2398
9326,5811
9715,334
4124,15424
11975,15056
4073,12173
13075,5697
8194,10716
10784,11284
8267,2135
12572,16869
19292,7539
15318,96806
11887,295731
10240,14861
7535,18620
274,3348
16647,18597
6669,85568
13812,20012
11489,5970
11682,406846
4876,29057
6133,12907
19944,2471
6873,20
16320,338766
1636,3743
10523,2663
6135,36223
19808,8251
16231,1932
6542,9997
342,20084
10640,1894
12946,9998
15298,4640
13594,13860
17463,9044
3,5290
13037,3120
4257,86963
16864,12479
18712,10626
3607,14097
2907,614
19817,88382
16383,4420
11915,16526
8161,8829
16803,20343
478,14271
17688,11244
14132,9642
5849,12155
4903,126778
4626,122786
5248,17035
1462,177558
777,344702
13732,3055
8154,17015
1172,406300
10450,6362
12819,3662
14208,17137
15025,15366
16847,12193
15817,18824
4582,14117
10837,3489
6477,14034
9474,6639
12197,87336
1115,13115
15246,12327
7058,19901
8181,331970
10819,9629
18861,19005
17604,16780
5199,287606
1735,15561
14746,173998
14761,1959
19357,2700
5485,4654
12088,19377
11896,3094
12799,403922
5794,4367
8084,11913
5087,20348
15945,26892
10823,13560
11204,19933
8380,7089
14741,113826
6609,288082
3870,1394
5311,16775
6344,16426
4428,19045
17269,5010
18221,7858
13498,4894
12590,1853
2222,14516
4692,18335
7386,1879
4964,304418
17283,109495
16812,101736
17552,290176
10846,3438
1809,3558
15565,138166
17893,448
6086,16683
14117,7949
14274,1001
7858,1153
15724,6937
16629,9744
17969,248688
9165,1069
15336,1344
12247,8793
10923,18147
7603,261
10407,106953
18810,154
7619,306785
19198,18327
2690,1392
11619,6755
7283,290267
2996,123100
327,18450
8004,8875
1789,1702
12433,19569
9696,3746
8862,16148
16868,14231
19235,8054
16751,27540
13025,12218
5315,9714
4795,14982
781,11381
5922,18339
2749,289228
9208,14552
5372,12526
16581,6849
816,12841
1706,4886
2344,7673
2064,2830
1248,93268
16317,12613
12103,296608
5580,15432
4064,102116
3654,18007
15380,3569
17154,14951
13084,135167
4189,12189
2408,13168
17661,292692
4071,8452
13628,85618
10274,13515
19689,3043
412,164724
6503,3995
16716,5547
5774,6488
6789,8566
14983,19470
9292,11139
11759,10610
14896,95816
14330,133428
18486,9758
3378,10660
16841,6558
8891,7640
2352,131222
6046,305121
527,19576
11348,3855
10942,295003
4346,135913
10694,3838
2661,120149
2801,346263
11744,5040
1869,8527
6052,107128
6815,15289
17731,15606
5445,12086
5891,5176
9545,298148
18254,11856
14143,3626
13066,336515
6459,12
7042,9023
8689,12204
16213,300126
12525,139169
757,178257
5083,1045
4030,14668
4437,3772
4180,9787
18778,4129
10248,222512
5832,6444
4049,18546
14399,13978
8770,8285
13249,29485
2842,293675
4395,4060
18767,5435
10300,8385
14876,19849
11741,222255
8436,13530
2939,17747
12518,215277
6033,11599
11778,14935
613,123313
7046,10325
16119,4849
11751,1097
3001,16106
126,223950
18013,6986
9203,132339
2973,10496
2887,401450
1102,6432
10249,17680
7237,10119
13664,19315
4839,14730
8211,4999
4619,13464
830,15966
10907,2324
19102,124481
12853,18127
1976,3780
7996,294194
2893,17587
19561,20094
16190,17397
10206,412
5358,179191
1486,9830
2405,7057
8327,730
14530,16036
7848,12643
10454,17930
5289,18810
660,14022
14451,334821
7418,8491
12797,18642
9904,179116
12412,322595
19683,9953
1492,8197
7437,19143
4186,8786
17587,7634
1726,1293
7797,8668
13689,2104
11165,1794
10203,8044
12715,109574
10231,6258
13052,13701
15491,17602
8879,8840
9944,4922
16064,15620
4604,1369
14180,4928
16228,4515
4977,396471
6743,124
4472,320598
14825,8083
14975,25106
14070,13312
12040,2340
16743,12462
12289,16501
2316,17704
4483,4392
3257,8868
2030,12442
16408,5625
15393,14329
13544,342345
18612,5906
19088,302467
12105,389177
15739,13628
6903,12661
11584,11460
9455,391492
7171,11140
18818,14602
6497,10735
9819,19084
19378,4569
15529,4439
11224,7560
19299,15919
15929,7843
4516,12648
3484,10479
10715,298823
3842,6019
429,164413
17966,18043
16758,11770
15719,7539
3929,1322
13097,8464
10107,19503
7589,318255
1132,5187
2956,15300
885,19861
7480,8003
11825,6421
12877,7824
16309,18288
19115,1135
8890,16931
5517,20254
2498,13011
5716,342029
2003,208084
6713,131562
3964,13462
3673,6840
6918,10725
6353,294281
4339,35082
18052,19083
3876,9035
6482,4448
10770,38637
18814,13020
9561,6516
7584,297524
7929,12542
8505,15767
12949,7344
14953,8325
10794,11135
18437,13174
19649,11986
2424,1812
1378,100
7865,4685
2106,128405
3423,344
17487,17753
15447,302053
1419,329647
13840,2639
18287,6021
12501,5494
5693,1750
18590,5947
18386,20173
15470,38505
11666,4791
1975,19196
4670,19838
16357,298973
10919,14718
2441,14806
7231,1824
8127,15595
3701,15608
9072,9535
18501,142433
13740,8605
13311,10847
10971,11381
8841,3055
8257,209398
10825,19101
9734,10449
17594,4384
15422,13356
5723,13262
8126,13529
12719,34616
3868,16890
10280,16592
9131,290583
6227,15344
15685,9982
3391,19348
4261,14248
16870,19325
9795,9451
10688,19064
2421,13572
12895,15484
15170,19254
1872,4972
7106,7655
17185,9581
10266,23927
1311,12059
3370,19828
8461,14611
4291,3986
15748,16498
8058,8441
5551,7861
10738,2007
6776,10095
2129,1512
10883,343860
11492,10231
15027,397973
7209,4833
14828,2719
9708,12633
8072,4505
6169,14791
13109,14693
9836,170914
10993,9156
9018,82557
17512,290407
15346,15173
7555,40265
15374,7132
14665,125182
5424,332943
7082,11673
8939,8174
15351,6537
18699,12090
8803,15063
3414,36991
18156,28855
14441,169303
8776,12473
12930,305346
4976,2345
4805,9511
8239,5781
10348,5031
12222,32967
17065,5947
1947,15470
5160,301566
13515,8593
16123,15840
3845,3223
14329,290812
16943,19060
3442,8430
9873,15146
3748,19649
17266,17696
19711,5269
18167,11632
18698,232858
9010,216207
1666,330239
19250,340167
2400,5355
10701,30580
16093,5544
14643,428
10952,5536
6971,5033
16585,5975
5287,11126
8772,18514
15633,323563
8621,8551
3265,1930
6576,2267
18439,322280
13233,6986
6318,11186
16081,3061
15542,319250
8722,219704
5664,16690
6094,8619
11658,4941
1856,1192
19794,332364
2207,128621
12221,14679
4922,12838
1275,319930
454,17827
7874,1503
11150,10595
3711,39078
2847,176783
13679,1764
3755,15476
19552,7846
3235,18577
13262,27704
3914,2851
